		self	friend	interest	mutual
150614452@N05	32167019@N00	0	False	0	False
150614452@N05	31230004@N06	0	False	0	False
150614452@N05	29780762@N07	0	False	0.010752688172043012	False
150614452@N05	140617645@N02	0	False	0	False
150614452@N05	99228523@N00	0	False	0	False
150614452@N05	107735426@N07	0	False	0	False
150614452@N05	158502938@N02	0	False	0	False
150614452@N05	130828646@N02	0	False	0.0012360939431396785	False
150614452@N05	67665515@N07	0	False	0	False
150614452@N05	54786783@N06	0	False	0	False
150614452@N05	105006775@N06	0	False	0	False
150614452@N05	92410264@N06	0	False	0.012232415902140673	False
150614452@N05	20478684@N00	0	False	0	False
150614452@N05	23286095@N05	0	False	0.01059322033898305	False
150614452@N05	18259771@N00	0	False	0	False
150614452@N05	36037277@N07	0	False	0	False
150614452@N05	52187935@N08	0	False	0	False
150614452@N05	88071289@N03	0	False	0	False
150614452@N05	52122658@N00	0	False	0.0058309037900874635	False
150614452@N05	136625508@N02	0	False	0	False
150614452@N05	67825007@N00	0	False	0.00641025641025641	False
150614452@N05	126334529@N05	0	False	0.08552631578947369	False
150614452@N05	131263451@N06	0	False	0	False
150614452@N05	23363966@N02	0	False	0.012531328320802004	False
150614452@N05	8126893@N02	0	False	0.0023781212841854932	False
150614452@N05	193874466@N08	0	False	0	False
150614452@N05	14925782@N06	0	False	0.0044742729306487695	False
150614452@N05	147135779@N02	0	False	0.0013297872340425532	False
150614452@N05	23321258@N00	0	False	0	False
150614452@N05	49914237@N02	0	False	0.008602150537634409	False
150614452@N05	64538366@N02	0	False	0.002403846153846154	False
150614452@N05	193100973@N07	0	False	0.024390243902439025	False
150614452@N05	163714109@N03	0	False	0	False
150614452@N05	134632544@N06	0	False	0.006779661016949152	False
150614452@N05	150835856@N06	0	False	0	False
150614452@N05	61028407@N05	0	False	0.006659267480577136	False
150614452@N05	66127977@N00	0	False	0.007518796992481203	False
150614452@N05	144456186@N03	0	False	0	False
150614452@N05	75906263@N02	0	False	0	False
150614452@N05	69168328@N00	0	False	0	False
150614452@N05	154141673@N06	0	False	0	False
150614452@N05	146923392@N03	0	False	0	False
150614452@N05	56335302@N00	0	False	0	False
150614452@N05	8154764@N03	0	False	0.0593607305936073	False
150614452@N05	23126865@N02	0	False	0	False
150614452@N05	194111844@N05	0	False	0.0072992700729927005	False
150614452@N05	11087887@N03	0	True	0.045454545454545456	False
150614452@N05	63181453@N04	0	False	0	False
150614452@N05	69506664@N06	0	False	0	False
150614452@N05	31623674@N00	0	False	0	False
150614452@N05	100251406@N07	0	False	0.0008707009142359599	False
150614452@N05	105752074@N04	0	False	0.0036101083032490976	False
150614452@N05	50778036@N00	0	False	0	False
150614452@N05	56513965@N06	0	False	0	False
150614452@N05	117679407@N08	0	False	0.004807692307692308	False
150614452@N05	23515414@N04	0	False	0.004694835680751174	False
150614452@N05	33195950@N00	0	False	0	False
150614452@N05	139755118@N08	0	False	0	False
150614452@N05	193211318@N07	0	False	0	False
150614452@N05	87244892@N00	0	False	0	False
150614452@N05	154981314@N04	0	False	0	False
150614452@N05	93388157@N07	0	True	0.09022556390977443	False
150614452@N05	58625702@N07	0	False	0.06808510638297872	False
150614452@N05	149556095@N03	0	False	0.0007423904974016332	False
150614452@N05	46191841@N00	0	False	0.004862236628849271	False
150614452@N05	193808151@N03	0	False	0	False
150614452@N05	163056744@N04	0	False	0	False
150614452@N05	20894540@N00	0	False	0.004694835680751174	False
150614452@N05	98564894@N00	0	False	0	False
150614452@N05	12639178@N07	0	False	0	False
150614452@N05	34326197@N04	0	False	0	False
150614452@N05	193006463@N04	0	False	0.0015723270440251573	False
150614452@N05	38712633@N04	0	False	0.11174785100286533	True
150614452@N05	151639852@N07	0	False	0	False
150614452@N05	79051158@N06	0	False	0	False
150614452@N05	124317748@N06	0	False	0.038356164383561646	False
150614452@N05	55267995@N04	0	False	0	False
150614452@N05	154547444@N06	0	False	0.01642710472279261	False
150614452@N05	186066883@N06	0	False	0	False
150614452@N05	64572825@N00	0	False	0.010327022375215147	False
150614452@N05	59165785@N03	0	False	0	False
150614452@N05	26637609@N00	0	False	0	False
150614452@N05	94163223@N00	0	False	0.0034482758620689655	False
150614452@N05	46935569@N08	0	False	0	False
150614452@N05	193105688@N08	0	False	0	False
150614452@N05	137342563@N03	0	True	0.065625	False
150614452@N05	27905247@N00	0	False	0	False
150614452@N05	29785695@N00	0	False	0.003484320557491289	False
150614452@N05	69663264@N03	0	False	0.002445842068483578	False
150614452@N05	191617821@N04	0	False	0.0031847133757961785	False
150614452@N05	32528180@N00	0	False	0.0024154589371980675	False
150614452@N05	145400672@N02	0	False	0.012747875354107648	False
150614452@N05	11625451@N02	0	False	0.009216589861751152	False
150614452@N05	46956042@N00	0	False	0	False
150614452@N05	158121167@N08	0	False	0	False
150614452@N05	192219525@N04	0	False	0	False
150614452@N05	96667746@N04	0	False	0.002680965147453083	False
150614452@N05	96231201@N00	0	False	0	False
150614452@N05	149908335@N04	0	False	0	False
150614452@N05	142083289@N03	0	False	0.004909983633387889	False
150614452@N05	35291716@N07	0	False	0.00510204081632653	False
150614452@N05	190590734@N02	0	False	0.02531645569620253	False
150614452@N05	126761589@N05	0	False	0	False
150614452@N05	105465854@N05	0	False	0	False
150614452@N05	189387901@N05	0	True	0.11370262390670553	True
150614452@N05	7633518@N08	0	False	0.00038714672861014324	False
150614452@N05	74411818@N00	0	False	0.0037593984962406013	False
150614452@N05	136548402@N04	0	False	0.009009009009009009	False
150614452@N05	11537427@N04	0	False	0	False
150614452@N05	57224934@N00	0	False	0	False
150614452@N05	41903084@N07	0	False	0.005128205128205128	False
150614452@N05	66352243@N06	0	False	0	False
150614452@N05	38903989@N02	0	False	0	False
150614452@N05	161392673@N02	0	False	0.003472222222222222	False
150614452@N05	100273202@N05	0	False	0	False
150614452@N05	45161324@N04	0	False	0	False
150614452@N05	165883554@N04	0	False	0.023809523809523808	False
150614452@N05	40165750@N06	0	False	0.007142857142857143	False
150614452@N05	26181074@N02	0	False	0	False
150614452@N05	40594945@N08	0	False	0	False
150614452@N05	10485938@N00	0	False	0.01141552511415525	False
150614452@N05	109522904@N02	0	False	0.013245033112582781	False
150614452@N05	93936890@N02	0	False	0.002183406113537118	False
150614452@N05	192350478@N02	0	False	0.08	False
150614452@N05	37896751@N04	0	False	0	False
150614452@N05	21729884@N02	0	False	0	False
150614452@N05	20395737@N02	0	False	0	False
150614452@N05	7243324@N03	0	False	0	False
150614452@N05	7132768@N03	0	False	0.06198347107438017	False
150614452@N05	78239672@N00	0	False	0.00794912559618442	False
150614452@N05	193393816@N06	0	False	0	False
195032295@N04	8733637@N04	0	False	0	False
195032295@N04	150614452@N05	0	False	0	False
195032295@N04	195032295@N04	1	1	1	True
195032295@N04	10299779@N03	0	False	0	False
195032295@N04	72605979@N00	0	False	0	False
195032295@N04	188682146@N07	0	False	0	False
195032295@N04	71878757@N00	0	False	0	False
195032295@N04	22824091@N08	0	False	0	False
195032295@N04	192204246@N07	0	False	0	False
195032295@N04	29280372@N08	0	False	0	False
195032295@N04	133404195@N07	0	False	0	False
195032295@N04	64749543@N02	0	False	0	False
195032295@N04	34476863@N00	0	False	0	False
195032295@N04	47568542@N03	0	False	0	False
195032295@N04	193496828@N05	0	False	0	False
195032295@N04	138004730@N03	0	False	0	False
195032295@N04	149392270@N02	0	False	0	False
195032295@N04	10024035@N00	0	False	0	False
195032295@N04	64941417@N03	0	False	0	False
195032295@N04	140378231@N02	0	False	0	False
195032295@N04	12399948@N00	0	False	0	False
195032295@N04	132603569@N08	0	False	0	False
195032295@N04	10655856@N04	0	False	0	False
195032295@N04	7569767@N05	0	False	0	False
195032295@N04	91244219@N06	0	False	0	False
195032295@N04	51425650@N04	0	False	0	False
195032295@N04	42949625@N05	0	False	0	False
195032295@N04	194948209@N06	0	False	0	False
195032295@N04	192283700@N08	0	False	0	False
195032295@N04	57128711@N00	0	False	0	False
195032295@N04	42152648@N06	0	False	0	False
195032295@N04	84538934@N00	0	False	0	False
195032295@N04	7706348@N04	0	False	0	False
195032295@N04	104736837@N03	0	False	0	False
195032295@N04	131021490@N02	0	False	0	False
195032295@N04	66944894@N06	0	False	0	False
195032295@N04	140977171@N08	0	False	0	False
195032295@N04	15256764@N06	0	False	0	False
195032295@N04	91032781@N04	0	False	0	False
195032295@N04	105105658@N03	0	False	0	False
195032295@N04	62068535@N08	0	False	0	False
195032295@N04	194361165@N03	0	False	0	False
195032295@N04	126038549@N06	0	False	0	False
195032295@N04	15177829@N06	0	False	0	False
195032295@N04	87413031@N03	0	False	0	False
195032295@N04	163737578@N08	0	False	0	False
195032295@N04	67342107@N00	0	False	0	False
195032295@N04	41590863@N06	0	False	0	False
195032295@N04	149009476@N07	0	False	0	False
195032295@N04	189688801@N07	0	False	0	False
195032295@N04	9764147@N02	0	False	0	False
195032295@N04	8866365@N08	0	False	0	False
195032295@N04	61190890@N06	0	False	0	False
195032295@N04	36350804@N02	0	False	0	False
195032295@N04	163364884@N04	0	False	0	False
195032295@N04	105693115@N07	0	False	0	False
195032295@N04	45427632@N02	0	False	0	False
195032295@N04	66296731@N07	0	False	0	False
195032295@N04	44884174@N08	0	False	0	False
195032295@N04	39906815@N05	0	False	0	False
195032295@N04	69841044@N02	0	False	0	False
195032295@N04	73294780@N04	0	False	0	False
195032295@N04	71267357@N06	0	False	0	False
195032295@N04	185035056@N05	0	False	0	False
195032295@N04	32167019@N00	0	False	0	False
195032295@N04	31230004@N06	0	False	0	False
195032295@N04	29780762@N07	0	False	0	False
195032295@N04	140617645@N02	0	False	0	False
195032295@N04	99228523@N00	0	False	0	False
195032295@N04	107735426@N07	0	False	0	False
195032295@N04	158502938@N02	0	False	0	False
195032295@N04	130828646@N02	0	False	0	False
195032295@N04	67665515@N07	0	False	0	False
195032295@N04	54786783@N06	0	False	0	False
195032295@N04	105006775@N06	0	False	0	False
195032295@N04	92410264@N06	0	False	0	False
195032295@N04	20478684@N00	0	False	0	False
195032295@N04	23286095@N05	0	False	0	False
195032295@N04	18259771@N00	0	False	0	False
195032295@N04	36037277@N07	0	False	0	False
195032295@N04	52187935@N08	0	False	0	False
195032295@N04	88071289@N03	0	False	0	False
195032295@N04	52122658@N00	0	False	0	False
195032295@N04	136625508@N02	0	False	0	False
195032295@N04	67825007@N00	0	False	0	False
195032295@N04	126334529@N05	0	False	0	False
195032295@N04	131263451@N06	0	False	0	False
195032295@N04	23363966@N02	0	False	0	False
195032295@N04	8126893@N02	0	False	0	False
195032295@N04	193874466@N08	0	False	0	False
195032295@N04	14925782@N06	0	False	0	False
195032295@N04	147135779@N02	0	False	0	False
195032295@N04	23321258@N00	0	False	0	False
195032295@N04	49914237@N02	0	False	0	False
195032295@N04	64538366@N02	0	False	0	False
195032295@N04	193100973@N07	0	False	0	False
195032295@N04	163714109@N03	0	False	0	False
195032295@N04	134632544@N06	0	False	0	False
195032295@N04	150835856@N06	0	False	0	False
195032295@N04	61028407@N05	0	False	0	False
195032295@N04	66127977@N00	0	False	0	False
195032295@N04	144456186@N03	0	False	0	False
195032295@N04	75906263@N02	0	False	0	False
195032295@N04	69168328@N00	0	False	0	False
195032295@N04	154141673@N06	0	False	0	False
195032295@N04	146923392@N03	0	False	0	False
195032295@N04	56335302@N00	0	False	0	False
195032295@N04	8154764@N03	0	False	0	False
195032295@N04	23126865@N02	0	False	0	False
195032295@N04	194111844@N05	0	False	0	False
195032295@N04	11087887@N03	0	False	0	False
195032295@N04	63181453@N04	0	False	0	False
195032295@N04	69506664@N06	0	False	0	False
195032295@N04	31623674@N00	0	False	0	False
195032295@N04	100251406@N07	0	False	0	False
195032295@N04	105752074@N04	0	False	0	False
195032295@N04	50778036@N00	0	False	0	False
195032295@N04	56513965@N06	0	False	0	False
195032295@N04	117679407@N08	0	False	0	False
195032295@N04	23515414@N04	0	False	0	False
195032295@N04	33195950@N00	0	False	0	False
195032295@N04	139755118@N08	0	False	0	False
195032295@N04	193211318@N07	0	False	0	False
195032295@N04	87244892@N00	0	False	0	False
195032295@N04	154981314@N04	0	False	0	False
195032295@N04	93388157@N07	0	False	0	False
195032295@N04	58625702@N07	0	False	0	False
195032295@N04	149556095@N03	0	False	0	False
195032295@N04	46191841@N00	0	False	0	False
195032295@N04	193808151@N03	0	False	0	False
195032295@N04	163056744@N04	0	False	0	False
195032295@N04	20894540@N00	0	False	0	False
195032295@N04	98564894@N00	0	False	0	False
195032295@N04	12639178@N07	0	False	0	False
195032295@N04	34326197@N04	0	False	0	False
195032295@N04	193006463@N04	0	False	0	False
195032295@N04	38712633@N04	0	False	0	False
195032295@N04	151639852@N07	0	False	0	False
195032295@N04	79051158@N06	0	False	0	False
195032295@N04	124317748@N06	0	False	0	False
195032295@N04	55267995@N04	0	False	0	False
195032295@N04	154547444@N06	0	False	0	False
195032295@N04	186066883@N06	0	False	0	False
195032295@N04	64572825@N00	0	False	0	False
195032295@N04	59165785@N03	0	False	0	False
195032295@N04	26637609@N00	0	False	0	False
195032295@N04	94163223@N00	0	False	0	False
195032295@N04	46935569@N08	0	False	0	False
195032295@N04	193105688@N08	0	False	0	False
195032295@N04	137342563@N03	0	False	0	False
195032295@N04	27905247@N00	0	False	0	False
195032295@N04	29785695@N00	0	False	0	False
195032295@N04	69663264@N03	0	False	0	False
195032295@N04	191617821@N04	0	False	0	False
195032295@N04	32528180@N00	0	False	0	False
195032295@N04	145400672@N02	0	False	0	False
195032295@N04	11625451@N02	0	False	0	False
195032295@N04	46956042@N00	0	False	0	False
195032295@N04	158121167@N08	0	False	0	False
195032295@N04	192219525@N04	0	False	0	False
195032295@N04	96667746@N04	0	False	0	False
195032295@N04	96231201@N00	0	False	0	False
195032295@N04	149908335@N04	0	False	0	False
195032295@N04	142083289@N03	0	False	0	False
195032295@N04	35291716@N07	0	False	0	False
195032295@N04	190590734@N02	0	False	0	False
195032295@N04	126761589@N05	0	False	0	False
195032295@N04	105465854@N05	0	False	0	False
195032295@N04	189387901@N05	0	False	0	False
195032295@N04	7633518@N08	0	False	0	False
195032295@N04	74411818@N00	0	False	0	False
