	index	candownload	url_c	url_q	url_n	url_largest	owner	owner_loc	title	description	comments	taken	views	people	tags	lat	lon	neighbourhood	url	local	tag_list	tag_len	NOT	year	time	week	unique_week	text_data	Chinese	English	Other_Lang	revised_text	text_len	num_sent
3576	24054946617	1.0	https://live.staticflickr.com/4679/24054946617_9d8810778c_c.jpg	https://live.staticflickr.com/4679/24054946617_9d8810778c_q.jpg	https://live.staticflickr.com/4679/24054946617_9d8810778c_n.jpg	https://live.staticflickr.com/4679/24054946617_b3f3b01935_o.jpg	95645163@N00	Milan	IMG_6938		0.0	2017-08-22 13:47:47	38.0	0.0	[{'id': '6213996-24054946617-229532831', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'Suzhou Shi', '_content': 'suzhoushi', 'machine_tag': 0}, {'id': '6213996-24054946617-55420325', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'Jiangsu Sheng', '_content': 'jiangsusheng', 'machine_tag': 0}, {'id': '6213996-24054946617-49', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '6213996-24054946617-1308', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'CN', '_content': 'cn', 'machine_tag': 0}]	31.319622	120.628588		https://www.flickr.com/photos/opiu/24054946617/	False	['suzhoushi', 'jiangsusheng', 'china', 'cn']	4	False	2017	2017-08-22 13:47:47	34	201734	. It has title of IMG_6938. It has tags of suzhoushi, jiangsusheng, china, cn	0	0	1	It has tags of suzhoushi, jiangsusheng, china, cn	8	1
3577	38919128861	1.0	https://live.staticflickr.com/4518/38919128861_d14689942d_c.jpg	https://live.staticflickr.com/4518/38919128861_d14689942d_q.jpg	https://live.staticflickr.com/4518/38919128861_d14689942d_n.jpg	https://live.staticflickr.com/4518/38919128861_b0aa90db3c_o.jpg	95645163@N00	Milan	IMG_6953		0.0	2017-08-22 13:54:41	45.0	0.0	[{'id': '6213996-38919128861-229532831', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'Suzhou Shi', '_content': 'suzhoushi', 'machine_tag': 0}, {'id': '6213996-38919128861-55420325', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'Jiangsu Sheng', '_content': 'jiangsusheng', 'machine_tag': 0}, {'id': '6213996-38919128861-49', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '6213996-38919128861-1308', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'CN', '_content': 'cn', 'machine_tag': 0}]	31.321086	120.628052		https://www.flickr.com/photos/opiu/38919128861/	False	['suzhoushi', 'jiangsusheng', 'china', 'cn']	4	False	2017	2017-08-22 13:54:41	34	201734	. It has title of IMG_6953. It has tags of suzhoushi, jiangsusheng, china, cn	0	0	1	It has tags of suzhoushi, jiangsusheng, china, cn	8	1
1537	44930419984	1.0	https://live.staticflickr.com/1923/44930419984_40cf4904dd_c.jpg	https://live.staticflickr.com/1923/44930419984_40cf4904dd_q.jpg	https://live.staticflickr.com/1923/44930419984_40cf4904dd_n.jpg	https://live.staticflickr.com/1923/44930419984_caa7327e31_o.jpg	55453048@N03		Suzhou Panmen Scenic Area. Part Of City Wall		0.0	2018-09-14 11:41:15	36.0	0.0	[{'id': '55429994-44930419984-65983838', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'Harry And Rowena Photos', '_content': 'harryandrowenaphotos', 'machine_tag': 0}, {'id': '55429994-44930419984-328084374', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'Mercury Tours', '_content': 'mercurytours', 'machine_tag': 0}, {'id': '55429994-44930419984-49', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'China', '_content': 'china', 'machine_tag': 0}]	31.289786	120.612311		https://www.flickr.com/photos/harryandrowena/44930419984/	False	['harryandrowenaphotos', 'mercurytours', 'china']	3	False	2018	2018-09-14 11:41:15	37	201837	. It has title of Suzhou Panmen Scenic Area. Part Of City Wall. It has tags of harryandrowenaphotos, mercurytours, china	0	1	0	It has title of Suzhou Panmen Scenic Area. Part Of City Wall. It has tags of harryandrowenaphotos, mercurytours, china	19	3
1538	45655481671	1.0	https://live.staticflickr.com/1977/45655481671_ff68b2d8bd_c.jpg	https://live.staticflickr.com/1977/45655481671_ff68b2d8bd_q.jpg	https://live.staticflickr.com/1977/45655481671_ff68b2d8bd_n.jpg	https://live.staticflickr.com/1977/45655481671_f2afbda51c_o.jpg	55453048@N03		Suzhou Panmen Scenic Area. Panmen City Gate		0.0	2018-09-14 11:42:31	61.0	0.0	[{'id': '55429994-45655481671-65983838', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'Harry And Rowena Photos', '_content': 'harryandrowenaphotos', 'machine_tag': 0}, {'id': '55429994-45655481671-328084374', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'Mercury Tours', '_content': 'mercurytours', 'machine_tag': 0}, {'id': '55429994-45655481671-49', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'China', '_content': 'china', 'machine_tag': 0}]	31.28953	120.612302		https://www.flickr.com/photos/harryandrowena/45655481671/	False	['harryandrowenaphotos', 'mercurytours', 'china']	3	False	2018	2018-09-14 11:42:31	37	201837	. It has title of Suzhou Panmen Scenic Area. Panmen City Gate. It has tags of harryandrowenaphotos, mercurytours, china	0	1	0	It has title of Suzhou Panmen Scenic Area. Panmen City Gate. It has tags of harryandrowenaphotos, mercurytours, china	18	3
3578	24054943507	1.0	https://live.staticflickr.com/4729/24054943507_171ea3582f_c.jpg	https://live.staticflickr.com/4729/24054943507_171ea3582f_q.jpg	https://live.staticflickr.com/4729/24054943507_171ea3582f_n.jpg	https://live.staticflickr.com/4729/24054943507_4e44b23abc_o.jpg	95645163@N00	Milan	IMG_6954		0.0	2017-08-22 14:03:46	44.0	0.0	[{'id': '6213996-24054943507-229532831', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'Suzhou Shi', '_content': 'suzhoushi', 'machine_tag': 0}, {'id': '6213996-24054943507-55420325', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'Jiangsu Sheng', '_content': 'jiangsusheng', 'machine_tag': 0}, {'id': '6213996-24054943507-49', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '6213996-24054943507-1308', 'author': '95645163@N00', 'authorname': 'opiu', 'raw': 'CN', '_content': 'cn', 'machine_tag': 0}]	31.321238	120.628233		https://www.flickr.com/photos/opiu/24054943507/	False	['suzhoushi', 'jiangsusheng', 'china', 'cn']	4	False	2017	2017-08-22 14:03:46	34	201734	. It has title of IMG_6954. It has tags of suzhoushi, jiangsusheng, china, cn	0	0	1	It has tags of suzhoushi, jiangsusheng, china, cn	8	1
1541	31782727738	1.0	https://live.staticflickr.com/1965/31782727738_a85189fde3_c.jpg	https://live.staticflickr.com/1965/31782727738_a85189fde3_q.jpg	https://live.staticflickr.com/1965/31782727738_a85189fde3_n.jpg	https://live.staticflickr.com/1965/31782727738_9468bf82f8_o.jpg	55453048@N03		Suzhou Panmen Scenic Area. Wumen Bridge Originally Built 1084		0.0	2018-09-14 11:44:00	65.0	0.0	[{'id': '55429994-31782727738-65983838', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'Harry And Rowena Photos', '_content': 'harryandrowenaphotos', 'machine_tag': 0}, {'id': '55429994-31782727738-328084374', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'Mercury Tours', '_content': 'mercurytours', 'machine_tag': 0}, {'id': '55429994-31782727738-49', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'China', '_content': 'china', 'machine_tag': 0}]	31.289336	120.612102		https://www.flickr.com/photos/harryandrowena/31782727738/	False	['harryandrowenaphotos', 'mercurytours', 'china']	3	False	2018	2018-09-14 11:44:00	37	201837	. It has title of Suzhou Panmen Scenic Area. Wumen Bridge Originally Built 1084. It has tags of harryandrowenaphotos, mercurytours, china	0	1	0	It has title of Suzhou Panmen Scenic Area. Wumen Bridge Originally Built 1084. It has tags of harryandrowenaphotos, mercurytours, china	20	3
1549	45655267061	1.0	https://live.staticflickr.com/1927/45655267061_ce934340f5_c.jpg	https://live.staticflickr.com/1927/45655267061_ce934340f5_q.jpg	https://live.staticflickr.com/1927/45655267061_ce934340f5_n.jpg	https://live.staticflickr.com/1927/45655267061_7c9f548421_o.jpg	55453048@N03		Suzhou Panmen Scenic Area. Photo Shoot		0.0	2018-09-14 11:59:22	30.0	0.0	[{'id': '55429994-45655267061-65983838', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'Harry And Rowena Photos', '_content': 'harryandrowenaphotos', 'machine_tag': 0}, {'id': '55429994-45655267061-328084374', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'Mercury Tours', '_content': 'mercurytours', 'machine_tag': 0}, {'id': '55429994-45655267061-49', 'author': '55453048@N03', 'authorname': 'harryandrowenaphotos', 'raw': 'China', '_content': 'china', 'machine_tag': 0}]	31.290436	120.613208		https://www.flickr.com/photos/harryandrowena/45655267061/	False	['harryandrowenaphotos', 'mercurytours', 'china']	3	False	2018	2018-09-14 11:59:22	37	201837	. It has title of Suzhou Panmen Scenic Area. Photo Shoot. It has tags of harryandrowenaphotos, mercurytours, china	0	1	0	It has tags of harryandrowenaphotos, mercurytours, china	7	1
1551	44919437455	1.0	https://live.staticflickr.com/4859/44919437455_003435f172_c.jpg	https://live.staticflickr.com/4859/44919437455_003435f172_q.jpg	https://live.staticflickr.com/4859/44919437455_003435f172_n.jpg	https://live.staticflickr.com/4859/44919437455_0d4f35701c_o.jpg	90469716@N00		20180920_2702		0.0	2018-09-20 06:04:01	65.0	0.0	[{'id': '3928088-44919437455-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-44919437455-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-44919437455-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.289136	120.615222		https://www.flickr.com/photos/123_456/44919437455/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 06:04:01	38	201838	. It has title of 20180920_2702. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1552	31961535098	1.0	https://live.staticflickr.com/4889/31961535098_50d7ebca80_c.jpg	https://live.staticflickr.com/4889/31961535098_50d7ebca80_q.jpg	https://live.staticflickr.com/4889/31961535098_50d7ebca80_n.jpg	https://live.staticflickr.com/4889/31961535098_881c3ab96c_o.jpg	90469716@N00		20180920_2751		0.0	2018-09-20 08:00:19	43.0	0.0	[{'id': '3928088-31961535098-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-31961535098-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-31961535098-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.32555	120.626486		https://www.flickr.com/photos/123_456/31961535098/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:00:19	38	201838	. It has title of 20180920_2751. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1553	44919434725	1.0	https://live.staticflickr.com/4853/44919434725_3b8444b869_c.jpg	https://live.staticflickr.com/4853/44919434725_3b8444b869_q.jpg	https://live.staticflickr.com/4853/44919434725_3b8444b869_n.jpg	https://live.staticflickr.com/4853/44919434725_b1592e3e52_o.jpg	90469716@N00		20180920_2752		0.0	2018-09-20 08:01:02	33.0	0.0	[{'id': '3928088-44919434725-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-44919434725-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-44919434725-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.325413	120.626547		https://www.flickr.com/photos/123_456/44919434725/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:01:02	38	201838	. It has title of 20180920_2752. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1554	45783124252	1.0	https://live.staticflickr.com/4904/45783124252_d4cace4bd0_c.jpg	https://live.staticflickr.com/4904/45783124252_d4cace4bd0_q.jpg	https://live.staticflickr.com/4904/45783124252_d4cace4bd0_n.jpg	https://live.staticflickr.com/4904/45783124252_09a340088f_o.jpg	90469716@N00		20180920_2754		0.0	2018-09-20 08:03:45	105.0	0.0	[{'id': '3928088-45783124252-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-45783124252-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-45783124252-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.325563	120.626394		https://www.flickr.com/photos/123_456/45783124252/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:03:45	38	201838	. It has title of 20180920_2754. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1555	44015641600	1.0	https://live.staticflickr.com/4853/44015641600_ae4678dcab_c.jpg	https://live.staticflickr.com/4853/44015641600_ae4678dcab_q.jpg	https://live.staticflickr.com/4853/44015641600_ae4678dcab_n.jpg	https://live.staticflickr.com/4853/44015641600_c2e0f3ccc5_o.jpg	90469716@N00		20180920_2757		0.0	2018-09-20 08:17:55	119.0	0.0	[{'id': '3928088-44015641600-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-44015641600-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-44015641600-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.326702	120.625988		https://www.flickr.com/photos/123_456/44015641600/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:17:55	38	201838	. It has title of 20180920_2757. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1556	45783123692	1.0	https://live.staticflickr.com/4895/45783123692_b041736a67_c.jpg	https://live.staticflickr.com/4895/45783123692_b041736a67_q.jpg	https://live.staticflickr.com/4895/45783123692_b041736a67_n.jpg	https://live.staticflickr.com/4895/45783123692_46a5a8b854_o.jpg	90469716@N00		20180920_2760		0.0	2018-09-20 08:19:05	45.0	0.0	[{'id': '3928088-45783123692-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-45783123692-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-45783123692-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.326702	120.626019		https://www.flickr.com/photos/123_456/45783123692/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:19:05	38	201838	. It has title of 20180920_2760. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1557	45783123632	1.0	https://live.staticflickr.com/4815/45783123632_c2ce25c277_c.jpg	https://live.staticflickr.com/4815/45783123632_c2ce25c277_q.jpg	https://live.staticflickr.com/4815/45783123632_c2ce25c277_n.jpg	https://live.staticflickr.com/4815/45783123632_6d8e3cb9cf_o.jpg	90469716@N00		20180920_2762		0.0	2018-09-20 08:25:47	61.0	0.0	[{'id': '3928088-45783123632-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-45783123632-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-45783123632-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.326652	120.625472		https://www.flickr.com/photos/123_456/45783123632/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:25:47	38	201838	. It has title of 20180920_2762. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1558	44919433325	1.0	https://live.staticflickr.com/4857/44919433325_8026b1f072_c.jpg	https://live.staticflickr.com/4857/44919433325_8026b1f072_q.jpg	https://live.staticflickr.com/4857/44919433325_8026b1f072_n.jpg	https://live.staticflickr.com/4857/44919433325_59a82cf1e5_o.jpg	90469716@N00		20180920_2763		0.0	2018-09-20 08:26:17	39.0	0.0	[{'id': '3928088-44919433325-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-44919433325-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-44919433325-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.326541	120.625577		https://www.flickr.com/photos/123_456/44919433325/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:26:17	38	201838	. It has title of 20180920_2763. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1559	45783123362	1.0	https://live.staticflickr.com/4876/45783123362_dca23704a1_c.jpg	https://live.staticflickr.com/4876/45783123362_dca23704a1_q.jpg	https://live.staticflickr.com/4876/45783123362_dca23704a1_n.jpg	https://live.staticflickr.com/4876/45783123362_178c5abc8c_o.jpg	90469716@N00		20180920_2764		0.0	2018-09-20 08:30:15	49.0	0.0	[{'id': '3928088-45783123362-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-45783123362-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-45783123362-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.326616	120.625355		https://www.flickr.com/photos/123_456/45783123362/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:30:15	38	201838	. It has title of 20180920_2764. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1560	31961533998	1.0	https://live.staticflickr.com/4852/31961533998_676a8b1c28_c.jpg	https://live.staticflickr.com/4852/31961533998_676a8b1c28_q.jpg	https://live.staticflickr.com/4852/31961533998_676a8b1c28_n.jpg	https://live.staticflickr.com/4852/31961533998_cc98317b44_o.jpg	90469716@N00		20180920_2765		0.0	2018-09-20 08:30:42	41.0	0.0	[{'id': '3928088-31961533998-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-31961533998-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-31961533998-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.326786	120.625344		https://www.flickr.com/photos/123_456/31961533998/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 08:30:42	38	201838	. It has title of 20180920_2765. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1561	45107769314	1.0	https://live.staticflickr.com/4909/45107769314_9833203458_c.jpg	https://live.staticflickr.com/4909/45107769314_9833203458_q.jpg	https://live.staticflickr.com/4909/45107769314_9833203458_n.jpg	https://live.staticflickr.com/4909/45107769314_6ce2896dfc_o.jpg	90469716@N00		20180920_2783		0.0	2018-09-20 09:48:45	72.0	0.0	[{'id': '3928088-45107769314-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-45107769314-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-45107769314-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.304219	120.613927		https://www.flickr.com/photos/123_456/45107769314/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 09:48:45	38	201838	. It has title of 20180920_2783. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1562	45783114052	1.0	https://live.staticflickr.com/4819/45783114052_1d0e5ab72a_c.jpg	https://live.staticflickr.com/4819/45783114052_1d0e5ab72a_q.jpg	https://live.staticflickr.com/4819/45783114052_1d0e5ab72a_n.jpg	https://live.staticflickr.com/4819/45783114052_084a49912b_o.jpg	90469716@N00		20180920_2801		0.0	2018-09-20 11:00:41	112.0	0.0	[{'id': '3928088-45783114052-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-45783114052-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-45783114052-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.304386	120.613541		https://www.flickr.com/photos/123_456/45783114052/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 11:00:41	38	201838	. It has title of 20180920_2801. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1563	45832233961	1.0	https://live.staticflickr.com/4825/45832233961_447ebbc05f_c.jpg	https://live.staticflickr.com/4825/45832233961_447ebbc05f_q.jpg	https://live.staticflickr.com/4825/45832233961_447ebbc05f_n.jpg	https://live.staticflickr.com/4825/45832233961_e246dba840_o.jpg	90469716@N00		20180920_2813		0.0	2018-09-20 13:33:28	123.0	0.0	[{'id': '3928088-45832233961-3671', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '3928088-45832233961-12140', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'jeans', '_content': 'jeans', 'machine_tag': 0}, {'id': '3928088-45832233961-49', 'author': '90469716@N00', 'authorname': '123_456', 'raw': 'china', '_content': 'china', 'machine_tag': 0}]	31.304525	120.613316		https://www.flickr.com/photos/123_456/45832233961/	False	['suzhou', 'jeans', 'china']	3	False	2018	2018-09-20 13:33:28	38	201838	. It has title of 20180920_2813. It has tags of suzhou, jeans, china	0	0	1	It has tags of suzhou, jeans, china	7	1
1564	44871421865	1.0	https://live.staticflickr.com/4822/44871421865_3c643af0aa_c.jpg	https://live.staticflickr.com/4822/44871421865_3c643af0aa_q.jpg	https://live.staticflickr.com/4822/44871421865_3c643af0aa_n.jpg	https://live.staticflickr.com/4822/44871421865_ec8c35d412_o.jpg	124528896@N04		Lou, Brian_Suzhou, China_Garden-Bridge	"&quot;Garden-Bridge&quot;
BY: Brian Lou
PROGRAM: N/A
LOCATION: Suzhou, China"	0.0	2018-06-30 11:42:39	74.0	0.0	[]	31.326597	120.625661		https://www.flickr.com/photos/um_ipe/44871421865/	False	[]	0	False	2018	2018-06-30 11:42:39	26	201826	"&quot;Garden-Bridge&quot;
BY: Brian Lou
PROGRAM: N/A
LOCATION: Suzhou, China. It has title of Lou, Brian_Suzhou, China_Garden-Bridge. It has tags of "	0	1	0	It has title of Lou, Brian_Suzhou, China_Garden-Bridge	7	1
3615	49177154792	1.0	https://live.staticflickr.com/65535/49177154792_1dd2e01d56_c.jpg	https://live.staticflickr.com/65535/49177154792_1dd2e01d56_q.jpg	https://live.staticflickr.com/65535/49177154792_1dd2e01d56_n.jpg	https://live.staticflickr.com/65535/49177154792_d7caaa8615_o.jpg	7138083@N04		66261-Suzhou		0.0	2019-11-03 11:16:56	92.0	0.0	"[{'id': '7105944-49177154792-453010', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '2019', '_content': '2019', 'machine_tag': 0}, {'id': '7105944-49177154792-49', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'China', '_content': 'china', 'machine_tag': 0}, {'id': '7105944-49177154792-40400306', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Classical Gardens', '_content': 'classicalgardens', 'machine_tag': 0}, {'id': '7105944-49177154792-1483', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Garden', '_content': 'garden', 'machine_tag': 0}, {'id': '7105944-49177154792-94848', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Jiangsu', '_content': 'jiangsu', 'machine_tag': 0}, {'id': '7105944-49177154792-506028', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Master of the Nets', '_content': 'masterofthenets', 'machine_tag': 0}, {'id': '7105944-49177154792-3671', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Suzhou', '_content': 'suzhou', 'machine_tag': 0}, {'id': '7105944-49177154792-52024', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'UNESCO World Heritage', '_content': 'unescoworldheritage', 'machine_tag': 0}, {'id': '7105944-49177154792-35823594', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': 'Wǎngshī Yuán', '_content': 'wǎngshīyuán', 'machine_tag': 0}, {'id': '7105944-49177154792-1153997', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '江苏', '_content': '江苏', 'machine_tag': 0}, {'id': '7105944-49177154792-1507860', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '網師園', '_content': '網師園', 'machine_tag': 0}, {'id': '7105944-49177154792-1296136', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': '网师园', '_content': '网师园', 'machine_tag': 0}, {'id': '7105944-49177154792-250226', 'author': '7138083@N04', 'authorname': 'xiquinhosilva', 'raw': ""People's Republic of China"", '_content': 'peoplesrepublicofchina', 'machine_tag': 0}]"	31.30003	120.629825		https://www.flickr.com/photos/xiquinho/49177154792/	False	['china', 'classicalgardens', 'garden', 'jiangsu', 'masterofthenets', 'suzhou', 'unescoworldheritage', 'w', 'peoplesrepublicofchina']	9	False	2019	2019-11-03 11:16:56	44	201944	. It has title of 66261-Suzhou. It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	0	1	0	It has tags of china, classicalgardens, garden, jiangsu, masterofthenets, suzhou, unescoworldheritage, w, peoplesrepublicofchina	13	1
